split,sample_index,cyclone_id,t_zero,input_start,input_end,target_start,target_end,leakage_detected,reason
train,567,2015157N13069,2015-06-09 15:00:00,2015-06-08 15:00:00,2015-06-09 15:00:00,2015-06-09 21:00:00,2015-06-10 15:00:00,False,none
train,568,2015157N13069,2015-06-09 18:00:00,2015-06-08 18:00:00,2015-06-09 18:00:00,2015-06-10 00:00:00,2015-06-10 18:00:00,False,none
train,569,2015157N13069,2015-06-09 21:00:00,2015-06-08 21:00:00,2015-06-09 21:00:00,2015-06-10 03:00:00,2015-06-10 21:00:00,False,none
train,570,2015157N13069,2015-06-10 00:00:00,2015-06-09 00:00:00,2015-06-10 00:00:00,2015-06-10 06:00:00,2015-06-11 00:00:00,False,none
train,571,2015157N13069,2015-06-10 03:00:00,2015-06-09 03:00:00,2015-06-10 03:00:00,2015-06-10 09:00:00,2015-06-11 03:00:00,False,none
train,572,2015157N13069,2015-06-10 06:00:00,2015-06-09 06:00:00,2015-06-10 06:00:00,2015-06-10 12:00:00,2015-06-11 06:00:00,False,none
train,573,2015157N13069,2015-06-10 09:00:00,2015-06-09 09:00:00,2015-06-10 09:00:00,2015-06-10 15:00:00,2015-06-11 09:00:00,False,none
train,574,2015157N13069,2015-06-10 12:00:00,2015-06-09 12:00:00,2015-06-10 12:00:00,2015-06-10 18:00:00,2015-06-11 12:00:00,False,none
train,575,2015157N13069,2015-06-10 15:00:00,2015-06-09 15:00:00,2015-06-10 15:00:00,2015-06-10 21:00:00,2015-06-11 15:00:00,False,none
train,576,2015157N13069,2015-06-10 18:00:00,2015-06-09 18:00:00,2015-06-10 18:00:00,2015-06-11 00:00:00,2015-06-11 18:00:00,False,none
train,577,2015157N13069,2015-06-10 21:00:00,2015-06-09 21:00:00,2015-06-10 21:00:00,2015-06-11 03:00:00,2015-06-11 21:00:00,False,none
train,578,2015157N13069,2015-06-11 00:00:00,2015-06-10 00:00:00,2015-06-11 00:00:00,2015-06-11 06:00:00,2015-06-12 00:00:00,False,none
train,579,2015157N13069,2015-06-11 03:00:00,2015-06-10 03:00:00,2015-06-11 03:00:00,2015-06-11 09:00:00,2015-06-12 03:00:00,False,none
train,580,2015157N13069,2015-06-11 06:00:00,2015-06-10 06:00:00,2015-06-11 06:00:00,2015-06-11 12:00:00,2015-06-12 06:00:00,False,none
train,581,2015207N22091,2015-07-27 00:00:00,2015-07-26 00:00:00,2015-07-27 00:00:00,2015-07-27 06:00:00,2015-07-28 00:00:00,False,none
train,582,2015207N22091,2015-07-27 03:00:00,2015-07-26 03:00:00,2015-07-27 03:00:00,2015-07-27 09:00:00,2015-07-28 03:00:00,False,none
train,583,2015207N22091,2015-07-27 06:00:00,2015-07-26 06:00:00,2015-07-27 06:00:00,2015-07-27 12:00:00,2015-07-28 06:00:00,False,none
train,584,2015207N22091,2015-07-27 09:00:00,2015-07-26 09:00:00,2015-07-27 09:00:00,2015-07-27 15:00:00,2015-07-28 09:00:00,False,none
train,585,2015207N22091,2015-07-27 12:00:00,2015-07-26 12:00:00,2015-07-27 12:00:00,2015-07-27 18:00:00,2015-07-28 12:00:00,False,none
train,586,2015207N22091,2015-07-27 15:00:00,2015-07-26 15:00:00,2015-07-27 15:00:00,2015-07-27 21:00:00,2015-07-28 15:00:00,False,none
train,587,2015207N22091,2015-07-27 18:00:00,2015-07-26 18:00:00,2015-07-27 18:00:00,2015-07-28 00:00:00,2015-07-28 18:00:00,False,none
train,588,2015207N22091,2015-07-27 21:00:00,2015-07-26 21:00:00,2015-07-27 21:00:00,2015-07-28 03:00:00,2015-07-28 21:00:00,False,none
train,589,2015207N22091,2015-07-28 00:00:00,2015-07-27 00:00:00,2015-07-28 00:00:00,2015-07-28 06:00:00,2015-07-29 00:00:00,False,none
train,590,2015207N22091,2015-07-28 03:00:00,2015-07-27 03:00:00,2015-07-28 03:00:00,2015-07-28 09:00:00,2015-07-29 03:00:00,False,none
train,591,2015207N22091,2015-07-28 06:00:00,2015-07-27 06:00:00,2015-07-28 06:00:00,2015-07-28 12:00:00,2015-07-29 06:00:00,False,none
train,592,2015207N22091,2015-07-28 09:00:00,2015-07-27 09:00:00,2015-07-28 09:00:00,2015-07-28 15:00:00,2015-07-29 09:00:00,False,none
train,593,2015207N22091,2015-07-28 12:00:00,2015-07-27 12:00:00,2015-07-28 12:00:00,2015-07-28 18:00:00,2015-07-29 12:00:00,False,none
train,594,2015207N22091,2015-07-28 15:00:00,2015-07-27 15:00:00,2015-07-28 15:00:00,2015-07-28 21:00:00,2015-07-29 15:00:00,False,none
train,595,2015207N22091,2015-07-28 18:00:00,2015-07-27 18:00:00,2015-07-28 18:00:00,2015-07-29 00:00:00,2015-07-29 18:00:00,False,none
train,596,2015207N22091,2015-07-28 21:00:00,2015-07-27 21:00:00,2015-07-28 21:00:00,2015-07-29 03:00:00,2015-07-29 21:00:00,False,none
train,597,2015207N22091,2015-07-29 00:00:00,2015-07-28 00:00:00,2015-07-29 00:00:00,2015-07-29 06:00:00,2015-07-30 00:00:00,False,none
train,598,2015207N22091,2015-07-29 03:00:00,2015-07-28 03:00:00,2015-07-29 03:00:00,2015-07-29 09:00:00,2015-07-30 03:00:00,False,none
train,599,2015207N22091,2015-07-29 06:00:00,2015-07-28 06:00:00,2015-07-29 06:00:00,2015-07-29 12:00:00,2015-07-30 06:00:00,False,none
train,600,2015207N22091,2015-07-29 09:00:00,2015-07-28 09:00:00,2015-07-29 09:00:00,2015-07-29 15:00:00,2015-07-30 09:00:00,False,none
train,601,2015207N22091,2015-07-29 12:00:00,2015-07-28 12:00:00,2015-07-29 12:00:00,2015-07-29 18:00:00,2015-07-30 12:00:00,False,none
train,602,2015207N22091,2015-07-29 15:00:00,2015-07-28 15:00:00,2015-07-29 15:00:00,2015-07-29 21:00:00,2015-07-30 15:00:00,False,none
train,603,2015207N22091,2015-07-29 18:00:00,2015-07-28 18:00:00,2015-07-29 18:00:00,2015-07-30 00:00:00,2015-07-30 18:00:00,False,none
train,604,2015207N22091,2015-07-29 21:00:00,2015-07-28 21:00:00,2015-07-29 21:00:00,2015-07-30 03:00:00,2015-07-30 21:00:00,False,none
train,605,2015207N22091,2015-07-30 00:00:00,2015-07-29 00:00:00,2015-07-30 00:00:00,2015-07-30 06:00:00,2015-07-31 00:00:00,False,none
train,606,2015207N22091,2015-07-30 03:00:00,2015-07-29 03:00:00,2015-07-30 03:00:00,2015-07-30 09:00:00,2015-07-31 03:00:00,False,none
train,607,2015207N22091,2015-07-30 06:00:00,2015-07-29 06:00:00,2015-07-30 06:00:00,2015-07-30 12:00:00,2015-07-31 06:00:00,False,none
train,608,2015207N22091,2015-07-30 09:00:00,2015-07-29 09:00:00,2015-07-30 09:00:00,2015-07-30 15:00:00,2015-07-31 09:00:00,False,none
train,609,2015207N22091,2015-07-30 12:00:00,2015-07-29 12:00:00,2015-07-30 12:00:00,2015-07-30 18:00:00,2015-07-31 12:00:00,False,none
train,610,2015207N22091,2015-07-30 15:00:00,2015-07-29 15:00:00,2015-07-30 15:00:00,2015-07-30 21:00:00,2015-07-31 15:00:00,False,none
train,611,2015207N22091,2015-07-30 18:00:00,2015-07-29 18:00:00,2015-07-30 18:00:00,2015-07-31 00:00:00,2015-07-31 18:00:00,False,none
train,612,2015207N22091,2015-07-30 21:00:00,2015-07-29 21:00:00,2015-07-30 21:00:00,2015-07-31 03:00:00,2015-07-31 21:00:00,False,none
train,613,2015207N22091,2015-07-31 00:00:00,2015-07-30 00:00:00,2015-07-31 00:00:00,2015-07-31 06:00:00,2015-08-01 00:00:00,False,none
train,614,2015207N22091,2015-07-31 03:00:00,2015-07-30 03:00:00,2015-07-31 03:00:00,2015-07-31 09:00:00,2015-08-01 03:00:00,False,none
train,615,2015207N22091,2015-07-31 06:00:00,2015-07-30 06:00:00,2015-07-31 06:00:00,2015-07-31 12:00:00,2015-08-01 06:00:00,False,none
train,616,2015207N22091,2015-07-31 09:00:00,2015-07-30 09:00:00,2015-07-31 09:00:00,2015-07-31 15:00:00,2015-08-01 09:00:00,False,none
train,617,2015207N22091,2015-07-31 12:00:00,2015-07-30 12:00:00,2015-07-31 12:00:00,2015-07-31 18:00:00,2015-08-01 12:00:00,False,none
train,618,2015207N22091,2015-07-31 15:00:00,2015-07-30 15:00:00,2015-07-31 15:00:00,2015-07-31 21:00:00,2015-08-01 15:00:00,False,none
train,619,2015207N22091,2015-07-31 18:00:00,2015-07-30 18:00:00,2015-07-31 18:00:00,2015-08-01 00:00:00,2015-08-01 18:00:00,False,none
train,620,2015207N22091,2015-07-31 21:00:00,2015-07-30 21:00:00,2015-07-31 21:00:00,2015-08-01 03:00:00,2015-08-01 21:00:00,False,none
train,621,2015207N22091,2015-08-01 00:00:00,2015-07-31 00:00:00,2015-08-01 00:00:00,2015-08-01 06:00:00,2015-08-02 00:00:00,False,none
train,622,2015207N22091,2015-08-01 03:00:00,2015-07-31 03:00:00,2015-08-01 03:00:00,2015-08-01 09:00:00,2015-08-02 03:00:00,False,none
train,623,2015207N22091,2015-08-01 06:00:00,2015-07-31 06:00:00,2015-08-01 06:00:00,2015-08-01 12:00:00,2015-08-02 06:00:00,False,none
train,624,2015207N22091,2015-08-01 09:00:00,2015-07-31 09:00:00,2015-08-01 09:00:00,2015-08-01 15:00:00,2015-08-02 09:00:00,False,none
train,625,2015280N13071,2015-10-08 00:00:00,2015-10-07 00:00:00,2015-10-08 00:00:00,2015-10-08 06:00:00,2015-10-09 00:00:00,False,none
train,626,2015280N13071,2015-10-08 03:00:00,2015-10-07 03:00:00,2015-10-08 03:00:00,2015-10-08 09:00:00,2015-10-09 03:00:00,False,none
train,627,2015280N13071,2015-10-08 06:00:00,2015-10-07 06:00:00,2015-10-08 06:00:00,2015-10-08 12:00:00,2015-10-09 06:00:00,False,none
train,628,2015280N13071,2015-10-08 09:00:00,2015-10-07 09:00:00,2015-10-08 09:00:00,2015-10-08 15:00:00,2015-10-09 09:00:00,False,none
train,629,2015280N13071,2015-10-08 12:00:00,2015-10-07 12:00:00,2015-10-08 12:00:00,2015-10-08 18:00:00,2015-10-09 12:00:00,False,none
train,630,2015280N13071,2015-10-08 15:00:00,2015-10-07 15:00:00,2015-10-08 15:00:00,2015-10-08 21:00:00,2015-10-09 15:00:00,False,none
train,631,2015280N13071,2015-10-08 18:00:00,2015-10-07 18:00:00,2015-10-08 18:00:00,2015-10-09 00:00:00,2015-10-09 18:00:00,False,none
train,632,2015280N13071,2015-10-08 21:00:00,2015-10-07 21:00:00,2015-10-08 21:00:00,2015-10-09 03:00:00,2015-10-09 21:00:00,False,none
train,633,2015280N13071,2015-10-09 00:00:00,2015-10-08 00:00:00,2015-10-09 00:00:00,2015-10-09 06:00:00,2015-10-10 00:00:00,False,none
train,634,2015280N13071,2015-10-09 03:00:00,2015-10-08 03:00:00,2015-10-09 03:00:00,2015-10-09 09:00:00,2015-10-10 03:00:00,False,none
train,635,2015280N13071,2015-10-09 06:00:00,2015-10-08 06:00:00,2015-10-09 06:00:00,2015-10-09 12:00:00,2015-10-10 06:00:00,False,none
train,636,2015280N13071,2015-10-09 09:00:00,2015-10-08 09:00:00,2015-10-09 09:00:00,2015-10-09 15:00:00,2015-10-10 09:00:00,False,none
train,637,2015280N13071,2015-10-09 12:00:00,2015-10-08 12:00:00,2015-10-09 12:00:00,2015-10-09 18:00:00,2015-10-10 12:00:00,False,none
train,638,2015280N13071,2015-10-09 15:00:00,2015-10-08 15:00:00,2015-10-09 15:00:00,2015-10-09 21:00:00,2015-10-10 15:00:00,False,none
train,639,2015280N13071,2015-10-09 18:00:00,2015-10-08 18:00:00,2015-10-09 18:00:00,2015-10-10 00:00:00,2015-10-10 18:00:00,False,none
train,640,2015280N13071,2015-10-09 21:00:00,2015-10-08 21:00:00,2015-10-09 21:00:00,2015-10-10 03:00:00,2015-10-10 21:00:00,False,none
train,641,2015280N13071,2015-10-10 00:00:00,2015-10-09 00:00:00,2015-10-10 00:00:00,2015-10-10 06:00:00,2015-10-11 00:00:00,False,none
train,642,2015280N13071,2015-10-10 03:00:00,2015-10-09 03:00:00,2015-10-10 03:00:00,2015-10-10 09:00:00,2015-10-11 03:00:00,False,none
train,643,2015280N13071,2015-10-10 06:00:00,2015-10-09 06:00:00,2015-10-10 06:00:00,2015-10-10 12:00:00,2015-10-11 06:00:00,False,none
train,644,2015280N13071,2015-10-10 09:00:00,2015-10-09 09:00:00,2015-10-10 09:00:00,2015-10-10 15:00:00,2015-10-11 09:00:00,False,none
train,645,2015280N13071,2015-10-10 12:00:00,2015-10-09 12:00:00,2015-10-10 12:00:00,2015-10-10 18:00:00,2015-10-11 12:00:00,False,none
train,646,2015280N13071,2015-10-10 15:00:00,2015-10-09 15:00:00,2015-10-10 15:00:00,2015-10-10 21:00:00,2015-10-11 15:00:00,False,none
train,647,2015280N13071,2015-10-10 18:00:00,2015-10-09 18:00:00,2015-10-10 18:00:00,2015-10-11 00:00:00,2015-10-11 18:00:00,False,none
train,648,2015280N13071,2015-10-10 21:00:00,2015-10-09 21:00:00,2015-10-10 21:00:00,2015-10-11 03:00:00,2015-10-11 21:00:00,False,none
train,649,2015280N13071,2015-10-11 00:00:00,2015-10-10 00:00:00,2015-10-11 00:00:00,2015-10-11 06:00:00,2015-10-12 00:00:00,False,none
train,650,2015301N11065,2015-10-28 12:00:00,2015-10-27 12:00:00,2015-10-28 12:00:00,2015-10-28 18:00:00,2015-10-29 12:00:00,False,none
train,651,2015301N11065,2015-10-28 15:00:00,2015-10-27 15:00:00,2015-10-28 15:00:00,2015-10-28 21:00:00,2015-10-29 15:00:00,False,none
train,652,2015301N11065,2015-10-28 18:00:00,2015-10-27 18:00:00,2015-10-28 18:00:00,2015-10-29 00:00:00,2015-10-29 18:00:00,False,none
train,653,2015301N11065,2015-10-28 21:00:00,2015-10-27 21:00:00,2015-10-28 21:00:00,2015-10-29 03:00:00,2015-10-29 21:00:00,False,none
train,654,2015301N11065,2015-10-29 00:00:00,2015-10-28 00:00:00,2015-10-29 00:00:00,2015-10-29 06:00:00,2015-10-30 00:00:00,False,none
train,655,2015301N11065,2015-10-29 03:00:00,2015-10-28 03:00:00,2015-10-29 03:00:00,2015-10-29 09:00:00,2015-10-30 03:00:00,False,none
train,656,2015301N11065,2015-10-29 06:00:00,2015-10-28 06:00:00,2015-10-29 06:00:00,2015-10-29 12:00:00,2015-10-30 06:00:00,False,none
train,657,2015301N11065,2015-10-29 09:00:00,2015-10-28 09:00:00,2015-10-29 09:00:00,2015-10-29 15:00:00,2015-10-30 09:00:00,False,none
train,658,2015301N11065,2015-10-29 12:00:00,2015-10-28 12:00:00,2015-10-29 12:00:00,2015-10-29 18:00:00,2015-10-30 12:00:00,False,none
train,659,2015301N11065,2015-10-29 15:00:00,2015-10-28 15:00:00,2015-10-29 15:00:00,2015-10-29 21:00:00,2015-10-30 15:00:00,False,none
train,660,2015301N11065,2015-10-29 18:00:00,2015-10-28 18:00:00,2015-10-29 18:00:00,2015-10-30 00:00:00,2015-10-30 18:00:00,False,none
train,661,2015301N11065,2015-10-29 21:00:00,2015-10-28 21:00:00,2015-10-29 21:00:00,2015-10-30 03:00:00,2015-10-30 21:00:00,False,none
train,662,2015301N11065,2015-10-30 00:00:00,2015-10-29 00:00:00,2015-10-30 00:00:00,2015-10-30 06:00:00,2015-10-31 00:00:00,False,none
train,663,2015301N11065,2015-10-30 03:00:00,2015-10-29 03:00:00,2015-10-30 03:00:00,2015-10-30 09:00:00,2015-10-31 03:00:00,False,none
train,664,2015301N11065,2015-10-30 06:00:00,2015-10-29 06:00:00,2015-10-30 06:00:00,2015-10-30 12:00:00,2015-10-31 06:00:00,False,none
train,665,2015301N11065,2015-10-30 09:00:00,2015-10-29 09:00:00,2015-10-30 09:00:00,2015-10-30 15:00:00,2015-10-31 09:00:00,False,none
train,666,2015301N11065,2015-10-30 12:00:00,2015-10-29 12:00:00,2015-10-30 12:00:00,2015-10-30 18:00:00,2015-10-31 12:00:00,False,none
train,667,2015301N11065,2015-10-30 15:00:00,2015-10-29 15:00:00,2015-10-30 15:00:00,2015-10-30 21:00:00,2015-10-31 15:00:00,False,none
train,668,2015301N11065,2015-10-30 18:00:00,2015-10-29 18:00:00,2015-10-30 18:00:00,2015-10-31 00:00:00,2015-10-31 18:00:00,False,none
train,669,2015301N11065,2015-10-30 21:00:00,2015-10-29 21:00:00,2015-10-30 21:00:00,2015-10-31 03:00:00,2015-10-31 21:00:00,False,none
train,670,2015301N11065,2015-10-31 00:00:00,2015-10-30 00:00:00,2015-10-31 00:00:00,2015-10-31 06:00:00,2015-11-01 00:00:00,False,none
train,671,2015301N11065,2015-10-31 03:00:00,2015-10-30 03:00:00,2015-10-31 03:00:00,2015-10-31 09:00:00,2015-11-01 03:00:00,False,none
train,672,2015301N11065,2015-10-31 06:00:00,2015-10-30 06:00:00,2015-10-31 06:00:00,2015-10-31 12:00:00,2015-11-01 06:00:00,False,none
train,673,2015301N11065,2015-10-31 09:00:00,2015-10-30 09:00:00,2015-10-31 09:00:00,2015-10-31 15:00:00,2015-11-01 09:00:00,False,none
train,674,2015301N11065,2015-10-31 12:00:00,2015-10-30 12:00:00,2015-10-31 12:00:00,2015-10-31 18:00:00,2015-11-01 12:00:00,False,none
train,675,2015301N11065,2015-10-31 15:00:00,2015-10-30 15:00:00,2015-10-31 15:00:00,2015-10-31 21:00:00,2015-11-01 15:00:00,False,none
train,676,2015301N11065,2015-10-31 18:00:00,2015-10-30 18:00:00,2015-10-31 18:00:00,2015-11-01 00:00:00,2015-11-01 18:00:00,False,none
train,677,2015301N11065,2015-10-31 21:00:00,2015-10-30 21:00:00,2015-10-31 21:00:00,2015-11-01 03:00:00,2015-11-01 21:00:00,False,none
train,678,2015301N11065,2015-11-01 00:00:00,2015-10-31 00:00:00,2015-11-01 00:00:00,2015-11-01 06:00:00,2015-11-02 00:00:00,False,none
train,679,2015301N11065,2015-11-01 03:00:00,2015-10-31 03:00:00,2015-11-01 03:00:00,2015-11-01 09:00:00,2015-11-02 03:00:00,False,none
train,680,2015301N11065,2015-11-01 06:00:00,2015-10-31 06:00:00,2015-11-01 06:00:00,2015-11-01 12:00:00,2015-11-02 06:00:00,False,none
train,681,2015301N11065,2015-11-01 09:00:00,2015-10-31 09:00:00,2015-11-01 09:00:00,2015-11-01 15:00:00,2015-11-02 09:00:00,False,none
train,682,2015301N11065,2015-11-01 12:00:00,2015-10-31 12:00:00,2015-11-01 12:00:00,2015-11-01 18:00:00,2015-11-02 12:00:00,False,none
train,683,2015301N11065,2015-11-01 15:00:00,2015-10-31 15:00:00,2015-11-01 15:00:00,2015-11-01 21:00:00,2015-11-02 15:00:00,False,none
train,684,2015301N11065,2015-11-01 18:00:00,2015-10-31 18:00:00,2015-11-01 18:00:00,2015-11-02 00:00:00,2015-11-02 18:00:00,False,none
train,685,2015301N11065,2015-11-01 21:00:00,2015-10-31 21:00:00,2015-11-01 21:00:00,2015-11-02 03:00:00,2015-11-02 21:00:00,False,none
train,686,2015301N11065,2015-11-02 00:00:00,2015-11-01 00:00:00,2015-11-02 00:00:00,2015-11-02 06:00:00,2015-11-03 00:00:00,False,none
train,687,2015301N11065,2015-11-02 03:00:00,2015-11-01 03:00:00,2015-11-02 03:00:00,2015-11-02 09:00:00,2015-11-03 03:00:00,False,none
train,688,2015301N11065,2015-11-02 06:00:00,2015-11-01 06:00:00,2015-11-02 06:00:00,2015-11-02 12:00:00,2015-11-03 06:00:00,False,none
train,689,2015301N11065,2015-11-02 09:00:00,2015-11-01 09:00:00,2015-11-02 09:00:00,2015-11-02 15:00:00,2015-11-03 09:00:00,False,none
train,690,2015301N11065,2015-11-02 12:00:00,2015-11-01 12:00:00,2015-11-02 12:00:00,2015-11-02 18:00:00,2015-11-03 12:00:00,False,none
train,691,2015301N11065,2015-11-02 15:00:00,2015-11-01 15:00:00,2015-11-02 15:00:00,2015-11-02 21:00:00,2015-11-03 15:00:00,False,none
train,692,2015301N11065,2015-11-02 18:00:00,2015-11-01 18:00:00,2015-11-02 18:00:00,2015-11-03 00:00:00,2015-11-03 18:00:00,False,none
train,693,2015301N11065,2015-11-02 21:00:00,2015-11-01 21:00:00,2015-11-02 21:00:00,2015-11-03 03:00:00,2015-11-03 21:00:00,False,none
train,694,2015301N11065,2015-11-03 00:00:00,2015-11-02 00:00:00,2015-11-03 00:00:00,2015-11-03 06:00:00,2015-11-04 00:00:00,False,none
train,695,2015309N14067,2015-11-05 12:00:00,2015-11-04 12:00:00,2015-11-05 12:00:00,2015-11-05 18:00:00,2015-11-06 12:00:00,False,none
train,696,2015309N14067,2015-11-05 15:00:00,2015-11-04 15:00:00,2015-11-05 15:00:00,2015-11-05 21:00:00,2015-11-06 15:00:00,False,none
train,697,2015309N14067,2015-11-05 18:00:00,2015-11-04 18:00:00,2015-11-05 18:00:00,2015-11-06 00:00:00,2015-11-06 18:00:00,False,none
train,698,2015309N14067,2015-11-05 21:00:00,2015-11-04 21:00:00,2015-11-05 21:00:00,2015-11-06 03:00:00,2015-11-06 21:00:00,False,none
train,699,2015309N14067,2015-11-06 00:00:00,2015-11-05 00:00:00,2015-11-06 00:00:00,2015-11-06 06:00:00,2015-11-07 00:00:00,False,none
train,700,2015309N14067,2015-11-06 03:00:00,2015-11-05 03:00:00,2015-11-06 03:00:00,2015-11-06 09:00:00,2015-11-07 03:00:00,False,none
train,701,2015309N14067,2015-11-06 06:00:00,2015-11-05 06:00:00,2015-11-06 06:00:00,2015-11-06 12:00:00,2015-11-07 06:00:00,False,none
train,702,2015309N14067,2015-11-06 09:00:00,2015-11-05 09:00:00,2015-11-06 09:00:00,2015-11-06 15:00:00,2015-11-07 09:00:00,False,none
train,703,2015309N14067,2015-11-06 12:00:00,2015-11-05 12:00:00,2015-11-06 12:00:00,2015-11-06 18:00:00,2015-11-07 12:00:00,False,none
train,704,2015309N14067,2015-11-06 15:00:00,2015-11-05 15:00:00,2015-11-06 15:00:00,2015-11-06 21:00:00,2015-11-07 15:00:00,False,none
train,705,2015309N14067,2015-11-06 18:00:00,2015-11-05 18:00:00,2015-11-06 18:00:00,2015-11-07 00:00:00,2015-11-07 18:00:00,False,none
train,706,2015309N14067,2015-11-06 21:00:00,2015-11-05 21:00:00,2015-11-06 21:00:00,2015-11-07 03:00:00,2015-11-07 21:00:00,False,none
train,707,2015309N14067,2015-11-07 00:00:00,2015-11-06 00:00:00,2015-11-07 00:00:00,2015-11-07 06:00:00,2015-11-08 00:00:00,False,none
train,708,2015309N14067,2015-11-07 03:00:00,2015-11-06 03:00:00,2015-11-07 03:00:00,2015-11-07 09:00:00,2015-11-08 03:00:00,False,none
train,709,2015309N14067,2015-11-07 06:00:00,2015-11-06 06:00:00,2015-11-07 06:00:00,2015-11-07 12:00:00,2015-11-08 06:00:00,False,none
train,710,2015309N14067,2015-11-07 09:00:00,2015-11-06 09:00:00,2015-11-07 09:00:00,2015-11-07 15:00:00,2015-11-08 09:00:00,False,none
train,711,2015309N14067,2015-11-07 12:00:00,2015-11-06 12:00:00,2015-11-07 12:00:00,2015-11-07 18:00:00,2015-11-08 12:00:00,False,none
train,712,2015309N14067,2015-11-07 15:00:00,2015-11-06 15:00:00,2015-11-07 15:00:00,2015-11-07 21:00:00,2015-11-08 15:00:00,False,none
train,713,2015309N14067,2015-11-07 18:00:00,2015-11-06 18:00:00,2015-11-07 18:00:00,2015-11-08 00:00:00,2015-11-08 18:00:00,False,none
train,714,2015309N14067,2015-11-07 21:00:00,2015-11-06 21:00:00,2015-11-07 21:00:00,2015-11-08 03:00:00,2015-11-08 21:00:00,False,none
train,715,2015309N14067,2015-11-08 00:00:00,2015-11-07 00:00:00,2015-11-08 00:00:00,2015-11-08 06:00:00,2015-11-09 00:00:00,False,none
train,716,2015309N14067,2015-11-08 03:00:00,2015-11-07 03:00:00,2015-11-08 03:00:00,2015-11-08 09:00:00,2015-11-09 03:00:00,False,none
train,717,2015309N14067,2015-11-08 06:00:00,2015-11-07 06:00:00,2015-11-08 06:00:00,2015-11-08 12:00:00,2015-11-09 06:00:00,False,none
train,718,2015309N14067,2015-11-08 09:00:00,2015-11-07 09:00:00,2015-11-08 09:00:00,2015-11-08 15:00:00,2015-11-09 09:00:00,False,none
train,719,2015309N14067,2015-11-08 12:00:00,2015-11-07 12:00:00,2015-11-08 12:00:00,2015-11-08 18:00:00,2015-11-09 12:00:00,False,none
train,720,2015309N14067,2015-11-08 15:00:00,2015-11-07 15:00:00,2015-11-08 15:00:00,2015-11-08 21:00:00,2015-11-09 15:00:00,False,none
train,721,2015309N14067,2015-11-08 18:00:00,2015-11-07 18:00:00,2015-11-08 18:00:00,2015-11-09 00:00:00,2015-11-09 18:00:00,False,none
train,722,2015309N14067,2015-11-08 21:00:00,2015-11-07 21:00:00,2015-11-08 21:00:00,2015-11-09 03:00:00,2015-11-09 21:00:00,False,none
train,723,2015309N14067,2015-11-09 00:00:00,2015-11-08 00:00:00,2015-11-09 00:00:00,2015-11-09 06:00:00,2015-11-10 00:00:00,False,none
train,724,2015309N14067,2015-11-09 03:00:00,2015-11-08 03:00:00,2015-11-09 03:00:00,2015-11-09 09:00:00,2015-11-10 03:00:00,False,none
train,725,2015309N14067,2015-11-09 06:00:00,2015-11-08 06:00:00,2015-11-09 06:00:00,2015-11-09 12:00:00,2015-11-10 06:00:00,False,none
train,726,2015309N14067,2015-11-09 09:00:00,2015-11-08 09:00:00,2015-11-09 09:00:00,2015-11-09 15:00:00,2015-11-10 09:00:00,False,none
train,727,2015309N14067,2015-11-09 12:00:00,2015-11-08 12:00:00,2015-11-09 12:00:00,2015-11-09 18:00:00,2015-11-10 12:00:00,False,none
train,728,2015312N11084,2015-11-09 03:00:00,2015-11-08 03:00:00,2015-11-09 03:00:00,2015-11-09 09:00:00,2015-11-10 03:00:00,False,none
train,729,2016138N10081,2016-05-18 00:00:00,2016-05-17 00:00:00,2016-05-18 00:00:00,2016-05-18 06:00:00,2016-05-19 00:00:00,False,none
train,730,2016138N10081,2016-05-18 03:00:00,2016-05-17 03:00:00,2016-05-18 03:00:00,2016-05-18 09:00:00,2016-05-19 03:00:00,False,none
train,731,2016138N10081,2016-05-18 06:00:00,2016-05-17 06:00:00,2016-05-18 06:00:00,2016-05-18 12:00:00,2016-05-19 06:00:00,False,none
train,732,2016138N10081,2016-05-18 09:00:00,2016-05-17 09:00:00,2016-05-18 09:00:00,2016-05-18 15:00:00,2016-05-19 09:00:00,False,none
train,733,2016138N10081,2016-05-18 12:00:00,2016-05-17 12:00:00,2016-05-18 12:00:00,2016-05-18 18:00:00,2016-05-19 12:00:00,False,none
train,734,2016138N10081,2016-05-18 15:00:00,2016-05-17 15:00:00,2016-05-18 15:00:00,2016-05-18 21:00:00,2016-05-19 15:00:00,False,none
train,735,2016138N10081,2016-05-18 18:00:00,2016-05-17 18:00:00,2016-05-18 18:00:00,2016-05-19 00:00:00,2016-05-19 18:00:00,False,none
train,736,2016138N10081,2016-05-18 21:00:00,2016-05-17 21:00:00,2016-05-18 21:00:00,2016-05-19 03:00:00,2016-05-19 21:00:00,False,none
train,737,2016138N10081,2016-05-19 00:00:00,2016-05-18 00:00:00,2016-05-19 00:00:00,2016-05-19 06:00:00,2016-05-20 00:00:00,False,none
train,738,2016138N10081,2016-05-19 03:00:00,2016-05-18 03:00:00,2016-05-19 03:00:00,2016-05-19 09:00:00,2016-05-20 03:00:00,False,none
train,739,2016138N10081,2016-05-19 06:00:00,2016-05-18 06:00:00,2016-05-19 06:00:00,2016-05-19 12:00:00,2016-05-20 06:00:00,False,none
train,740,2016138N10081,2016-05-19 09:00:00,2016-05-18 09:00:00,2016-05-19 09:00:00,2016-05-19 15:00:00,2016-05-20 09:00:00,False,none
