sample_id,SID,input_start_time,input_end_time,target_6h_time,target_12h_time,target_24h_time
1392,1987312N09095,1987-11-09 06:00:00,1987-11-10 06:00:00,1987-11-10 12:00:00,1987-11-10 18:00:00,1987-11-11 06:00:00
1393,1987312N09095,1987-11-09 09:00:00,1987-11-10 09:00:00,1987-11-10 15:00:00,1987-11-10 21:00:00,1987-11-11 09:00:00
1394,1987312N09095,1987-11-09 12:00:00,1987-11-10 12:00:00,1987-11-10 18:00:00,1987-11-11 00:00:00,1987-11-11 12:00:00
1395,1987312N09095,1987-11-09 15:00:00,1987-11-10 15:00:00,1987-11-10 21:00:00,1987-11-11 03:00:00,1987-11-11 15:00:00
1396,1987312N09095,1987-11-09 18:00:00,1987-11-10 18:00:00,1987-11-11 00:00:00,1987-11-11 06:00:00,1987-11-11 18:00:00
1397,1987312N09095,1987-11-09 21:00:00,1987-11-10 21:00:00,1987-11-11 03:00:00,1987-11-11 09:00:00,1987-11-11 21:00:00
1398,1987312N09095,1987-11-10 00:00:00,1987-11-11 00:00:00,1987-11-11 06:00:00,1987-11-11 12:00:00,1987-11-12 00:00:00
1399,1987312N09095,1987-11-10 03:00:00,1987-11-11 03:00:00,1987-11-11 09:00:00,1987-11-11 15:00:00,1987-11-12 03:00:00
1400,1987312N09095,1987-11-10 06:00:00,1987-11-11 06:00:00,1987-11-11 12:00:00,1987-11-11 18:00:00,1987-11-12 06:00:00
1401,1987312N09095,1987-11-10 09:00:00,1987-11-11 09:00:00,1987-11-11 15:00:00,1987-11-11 21:00:00,1987-11-12 09:00:00
1402,1987312N09095,1987-11-10 12:00:00,1987-11-11 12:00:00,1987-11-11 18:00:00,1987-11-12 00:00:00,1987-11-12 12:00:00
1403,1987312N09095,1987-11-10 15:00:00,1987-11-11 15:00:00,1987-11-11 21:00:00,1987-11-12 03:00:00,1987-11-12 15:00:00
1404,1987312N09095,1987-11-10 18:00:00,1987-11-11 18:00:00,1987-11-12 00:00:00,1987-11-12 06:00:00,1987-11-12 18:00:00
1405,1987312N09095,1987-11-10 21:00:00,1987-11-11 21:00:00,1987-11-12 03:00:00,1987-11-12 09:00:00,1987-11-12 21:00:00
1406,1987312N09095,1987-11-11 00:00:00,1987-11-12 00:00:00,1987-11-12 06:00:00,1987-11-12 12:00:00,1987-11-13 00:00:00
1407,1987312N09095,1987-11-11 03:00:00,1987-11-12 03:00:00,1987-11-12 09:00:00,1987-11-12 15:00:00,1987-11-13 03:00:00
1408,1987312N09095,1987-11-11 06:00:00,1987-11-12 06:00:00,1987-11-12 12:00:00,1987-11-12 18:00:00,1987-11-13 06:00:00
1409,1987312N09095,1987-11-11 09:00:00,1987-11-12 09:00:00,1987-11-12 15:00:00,1987-11-12 21:00:00,1987-11-13 09:00:00
1410,1987312N09095,1987-11-11 12:00:00,1987-11-12 12:00:00,1987-11-12 18:00:00,1987-11-13 00:00:00,1987-11-13 12:00:00
1411,1987336N10085,1987-12-02 00:00:00,1987-12-03 00:00:00,1987-12-03 06:00:00,1987-12-03 12:00:00,1987-12-04 00:00:00
1412,1987336N10085,1987-12-02 03:00:00,1987-12-03 03:00:00,1987-12-03 09:00:00,1987-12-03 15:00:00,1987-12-04 03:00:00
1413,1987336N10085,1987-12-02 06:00:00,1987-12-03 06:00:00,1987-12-03 12:00:00,1987-12-03 18:00:00,1987-12-04 06:00:00
1414,1987336N10085,1987-12-02 09:00:00,1987-12-03 09:00:00,1987-12-03 15:00:00,1987-12-03 21:00:00,1987-12-04 09:00:00
1415,1987336N10085,1987-12-02 12:00:00,1987-12-03 12:00:00,1987-12-03 18:00:00,1987-12-04 00:00:00,1987-12-04 12:00:00
1416,1987336N10085,1987-12-02 15:00:00,1987-12-03 15:00:00,1987-12-03 21:00:00,1987-12-04 03:00:00,1987-12-04 15:00:00
1417,1987336N10085,1987-12-02 18:00:00,1987-12-03 18:00:00,1987-12-04 00:00:00,1987-12-04 06:00:00,1987-12-04 18:00:00
1418,1987336N10085,1987-12-02 21:00:00,1987-12-03 21:00:00,1987-12-04 03:00:00,1987-12-04 09:00:00,1987-12-04 21:00:00
1419,1987336N10085,1987-12-03 00:00:00,1987-12-04 00:00:00,1987-12-04 06:00:00,1987-12-04 12:00:00,1987-12-05 00:00:00
1420,1987336N10085,1987-12-03 03:00:00,1987-12-04 03:00:00,1987-12-04 09:00:00,1987-12-04 15:00:00,1987-12-05 03:00:00
1421,1987336N10085,1987-12-03 06:00:00,1987-12-04 06:00:00,1987-12-04 12:00:00,1987-12-04 18:00:00,1987-12-05 06:00:00
1422,1987336N10085,1987-12-03 09:00:00,1987-12-04 09:00:00,1987-12-04 15:00:00,1987-12-04 21:00:00,1987-12-05 09:00:00
1423,1987336N10085,1987-12-03 12:00:00,1987-12-04 12:00:00,1987-12-04 18:00:00,1987-12-05 00:00:00,1987-12-05 12:00:00
1424,1987336N10085,1987-12-03 15:00:00,1987-12-04 15:00:00,1987-12-04 21:00:00,1987-12-05 03:00:00,1987-12-05 15:00:00
1425,1987336N10085,1987-12-03 18:00:00,1987-12-04 18:00:00,1987-12-05 00:00:00,1987-12-05 06:00:00,1987-12-05 18:00:00
1426,1987336N10085,1987-12-03 21:00:00,1987-12-04 21:00:00,1987-12-05 03:00:00,1987-12-05 09:00:00,1987-12-05 21:00:00
1427,1987336N10085,1987-12-04 00:00:00,1987-12-05 00:00:00,1987-12-05 06:00:00,1987-12-05 12:00:00,1987-12-06 00:00:00
1428,1987336N10085,1987-12-04 03:00:00,1987-12-05 03:00:00,1987-12-05 09:00:00,1987-12-05 15:00:00,1987-12-06 03:00:00
1429,1987336N10085,1987-12-04 06:00:00,1987-12-05 06:00:00,1987-12-05 12:00:00,1987-12-05 18:00:00,1987-12-06 06:00:00
1430,1987336N10085,1987-12-04 09:00:00,1987-12-05 09:00:00,1987-12-05 15:00:00,1987-12-05 21:00:00,1987-12-06 09:00:00
1431,1987336N10085,1987-12-04 12:00:00,1987-12-05 12:00:00,1987-12-05 18:00:00,1987-12-06 00:00:00,1987-12-06 12:00:00
1432,1987336N10085,1987-12-04 15:00:00,1987-12-05 15:00:00,1987-12-05 21:00:00,1987-12-06 03:00:00,1987-12-06 15:00:00
1433,1987336N10085,1987-12-04 18:00:00,1987-12-05 18:00:00,1987-12-06 00:00:00,1987-12-06 06:00:00,1987-12-06 18:00:00
1434,1987336N10085,1987-12-04 21:00:00,1987-12-05 21:00:00,1987-12-06 03:00:00,1987-12-06 09:00:00,1987-12-06 21:00:00
1435,1987336N10085,1987-12-05 00:00:00,1987-12-06 00:00:00,1987-12-06 06:00:00,1987-12-06 12:00:00,1987-12-07 00:00:00
1436,1987336N10085,1987-12-05 03:00:00,1987-12-06 03:00:00,1987-12-06 09:00:00,1987-12-06 15:00:00,1987-12-07 03:00:00
1437,1987336N10085,1987-12-05 06:00:00,1987-12-06 06:00:00,1987-12-06 12:00:00,1987-12-06 18:00:00,1987-12-07 06:00:00
1438,1987336N10085,1987-12-05 09:00:00,1987-12-06 09:00:00,1987-12-06 15:00:00,1987-12-06 21:00:00,1987-12-07 09:00:00
1439,1987336N10085,1987-12-05 12:00:00,1987-12-06 12:00:00,1987-12-06 18:00:00,1987-12-07 00:00:00,1987-12-07 12:00:00
1440,1987336N10085,1987-12-05 15:00:00,1987-12-06 15:00:00,1987-12-06 21:00:00,1987-12-07 03:00:00,1987-12-07 15:00:00
1441,1987336N10085,1987-12-05 18:00:00,1987-12-06 18:00:00,1987-12-07 00:00:00,1987-12-07 06:00:00,1987-12-07 18:00:00
1442,1987336N10085,1987-12-05 21:00:00,1987-12-06 21:00:00,1987-12-07 03:00:00,1987-12-07 09:00:00,1987-12-07 21:00:00
1443,1987336N10085,1987-12-06 00:00:00,1987-12-07 00:00:00,1987-12-07 06:00:00,1987-12-07 12:00:00,1987-12-08 00:00:00
1444,1987336N10085,1987-12-06 03:00:00,1987-12-07 03:00:00,1987-12-07 09:00:00,1987-12-07 15:00:00,1987-12-08 03:00:00
1445,1987336N10085,1987-12-06 06:00:00,1987-12-07 06:00:00,1987-12-07 12:00:00,1987-12-07 18:00:00,1987-12-08 06:00:00
1446,1987336N10085,1987-12-06 09:00:00,1987-12-07 09:00:00,1987-12-07 15:00:00,1987-12-07 21:00:00,1987-12-08 09:00:00
1447,1987336N10085,1987-12-06 12:00:00,1987-12-07 12:00:00,1987-12-07 18:00:00,1987-12-08 00:00:00,1987-12-08 12:00:00
1448,1987336N10085,1987-12-06 15:00:00,1987-12-07 15:00:00,1987-12-07 21:00:00,1987-12-08 03:00:00,1987-12-08 15:00:00
1449,1987336N10085,1987-12-06 18:00:00,1987-12-07 18:00:00,1987-12-08 00:00:00,1987-12-08 06:00:00,1987-12-08 18:00:00
1450,1987336N10085,1987-12-06 21:00:00,1987-12-07 21:00:00,1987-12-08 03:00:00,1987-12-08 09:00:00,1987-12-08 21:00:00
1451,1987336N10085,1987-12-07 00:00:00,1987-12-08 00:00:00,1987-12-08 06:00:00,1987-12-08 12:00:00,1987-12-09 00:00:00
1452,1987336N10085,1987-12-07 03:00:00,1987-12-08 03:00:00,1987-12-08 09:00:00,1987-12-08 15:00:00,1987-12-09 03:00:00
1453,1987336N10085,1987-12-07 06:00:00,1987-12-08 06:00:00,1987-12-08 12:00:00,1987-12-08 18:00:00,1987-12-09 06:00:00
1454,1987336N10085,1987-12-07 09:00:00,1987-12-08 09:00:00,1987-12-08 15:00:00,1987-12-08 21:00:00,1987-12-09 09:00:00
1455,1987336N10085,1987-12-07 12:00:00,1987-12-08 12:00:00,1987-12-08 18:00:00,1987-12-09 00:00:00,1987-12-09 12:00:00
1456,1987336N10085,1987-12-07 15:00:00,1987-12-08 15:00:00,1987-12-08 21:00:00,1987-12-09 03:00:00,1987-12-09 15:00:00
1457,1987336N10085,1987-12-07 18:00:00,1987-12-08 18:00:00,1987-12-09 00:00:00,1987-12-09 06:00:00,1987-12-09 18:00:00
1458,1987336N10085,1987-12-07 21:00:00,1987-12-08 21:00:00,1987-12-09 03:00:00,1987-12-09 09:00:00,1987-12-09 21:00:00
1459,1987336N10085,1987-12-08 00:00:00,1987-12-09 00:00:00,1987-12-09 06:00:00,1987-12-09 12:00:00,1987-12-10 00:00:00
1460,1987336N10085,1987-12-08 03:00:00,1987-12-09 03:00:00,1987-12-09 09:00:00,1987-12-09 15:00:00,1987-12-10 03:00:00
1461,1987336N10085,1987-12-08 06:00:00,1987-12-09 06:00:00,1987-12-09 12:00:00,1987-12-09 18:00:00,1987-12-10 06:00:00
1462,1987336N10085,1987-12-08 09:00:00,1987-12-09 09:00:00,1987-12-09 15:00:00,1987-12-09 21:00:00,1987-12-10 09:00:00
1463,1987336N10085,1987-12-08 12:00:00,1987-12-09 12:00:00,1987-12-09 18:00:00,1987-12-10 00:00:00,1987-12-10 12:00:00
1464,1987336N10085,1987-12-08 15:00:00,1987-12-09 15:00:00,1987-12-09 21:00:00,1987-12-10 03:00:00,1987-12-10 15:00:00
1465,1987336N10085,1987-12-08 18:00:00,1987-12-09 18:00:00,1987-12-10 00:00:00,1987-12-10 06:00:00,1987-12-10 18:00:00
1466,1987336N10085,1987-12-08 21:00:00,1987-12-09 21:00:00,1987-12-10 03:00:00,1987-12-10 09:00:00,1987-12-10 21:00:00
1467,1987336N10085,1987-12-09 00:00:00,1987-12-10 00:00:00,1987-12-10 06:00:00,1987-12-10 12:00:00,1987-12-11 00:00:00
1468,1987336N10085,1987-12-09 03:00:00,1987-12-10 03:00:00,1987-12-10 09:00:00,1987-12-10 15:00:00,1987-12-11 03:00:00
1469,1987336N10085,1987-12-09 06:00:00,1987-12-10 06:00:00,1987-12-10 12:00:00,1987-12-10 18:00:00,1987-12-11 06:00:00
1470,1987336N10085,1987-12-09 09:00:00,1987-12-10 09:00:00,1987-12-10 15:00:00,1987-12-10 21:00:00,1987-12-11 09:00:00
1471,1987336N10085,1987-12-09 12:00:00,1987-12-10 12:00:00,1987-12-10 18:00:00,1987-12-11 00:00:00,1987-12-11 12:00:00
1472,1987336N10085,1987-12-09 15:00:00,1987-12-10 15:00:00,1987-12-10 21:00:00,1987-12-11 03:00:00,1987-12-11 15:00:00
1473,1987336N10085,1987-12-09 18:00:00,1987-12-10 18:00:00,1987-12-11 00:00:00,1987-12-11 06:00:00,1987-12-11 18:00:00
1474,1987336N10085,1987-12-09 21:00:00,1987-12-10 21:00:00,1987-12-11 03:00:00,1987-12-11 09:00:00,1987-12-11 21:00:00
1475,1987336N10085,1987-12-10 00:00:00,1987-12-11 00:00:00,1987-12-11 06:00:00,1987-12-11 12:00:00,1987-12-12 00:00:00
1476,1987336N10085,1987-12-10 03:00:00,1987-12-11 03:00:00,1987-12-11 09:00:00,1987-12-11 15:00:00,1987-12-12 03:00:00
1477,1987336N10085,1987-12-10 06:00:00,1987-12-11 06:00:00,1987-12-11 12:00:00,1987-12-11 18:00:00,1987-12-12 06:00:00
1478,1987336N10085,1987-12-10 09:00:00,1987-12-11 09:00:00,1987-12-11 15:00:00,1987-12-11 21:00:00,1987-12-12 09:00:00
1479,1987336N10085,1987-12-10 12:00:00,1987-12-11 12:00:00,1987-12-11 18:00:00,1987-12-12 00:00:00,1987-12-12 12:00:00
1480,1987336N10085,1987-12-10 15:00:00,1987-12-11 15:00:00,1987-12-11 21:00:00,1987-12-12 03:00:00,1987-12-12 15:00:00
1481,1987336N10085,1987-12-10 18:00:00,1987-12-11 18:00:00,1987-12-12 00:00:00,1987-12-12 06:00:00,1987-12-12 18:00:00
1482,1987336N10085,1987-12-10 21:00:00,1987-12-11 21:00:00,1987-12-12 03:00:00,1987-12-12 09:00:00,1987-12-12 21:00:00
1483,1987336N10085,1987-12-11 00:00:00,1987-12-12 00:00:00,1987-12-12 06:00:00,1987-12-12 12:00:00,1987-12-13 00:00:00
1484,1987351N09086,1987-12-17 00:00:00,1987-12-18 00:00:00,1987-12-18 06:00:00,1987-12-18 12:00:00,1987-12-19 00:00:00
1485,1987351N09086,1987-12-17 03:00:00,1987-12-18 03:00:00,1987-12-18 09:00:00,1987-12-18 15:00:00,1987-12-19 03:00:00
1486,1987351N09086,1987-12-17 06:00:00,1987-12-18 06:00:00,1987-12-18 12:00:00,1987-12-18 18:00:00,1987-12-19 06:00:00
1487,1987351N09086,1987-12-17 09:00:00,1987-12-18 09:00:00,1987-12-18 15:00:00,1987-12-18 21:00:00,1987-12-19 09:00:00
1488,1987351N09086,1987-12-17 12:00:00,1987-12-18 12:00:00,1987-12-18 18:00:00,1987-12-19 00:00:00,1987-12-19 12:00:00
1489,1987351N09086,1987-12-17 15:00:00,1987-12-18 15:00:00,1987-12-18 21:00:00,1987-12-19 03:00:00,1987-12-19 15:00:00
1490,1987351N09086,1987-12-17 18:00:00,1987-12-18 18:00:00,1987-12-19 00:00:00,1987-12-19 06:00:00,1987-12-19 18:00:00
1491,1987351N09086,1987-12-17 21:00:00,1987-12-18 21:00:00,1987-12-19 03:00:00,1987-12-19 09:00:00,1987-12-19 21:00:00
1492,1987351N09086,1987-12-18 00:00:00,1987-12-19 00:00:00,1987-12-19 06:00:00,1987-12-19 12:00:00,1987-12-20 00:00:00
1493,1987351N09086,1987-12-18 03:00:00,1987-12-19 03:00:00,1987-12-19 09:00:00,1987-12-19 15:00:00,1987-12-20 03:00:00
1494,1987351N09086,1987-12-18 06:00:00,1987-12-19 06:00:00,1987-12-19 12:00:00,1987-12-19 18:00:00,1987-12-20 06:00:00
1495,1987351N09086,1987-12-18 09:00:00,1987-12-19 09:00:00,1987-12-19 15:00:00,1987-12-19 21:00:00,1987-12-20 09:00:00
1496,1987351N09086,1987-12-18 12:00:00,1987-12-19 12:00:00,1987-12-19 18:00:00,1987-12-20 00:00:00,1987-12-20 12:00:00
1497,1987351N09086,1987-12-18 15:00:00,1987-12-19 15:00:00,1987-12-19 21:00:00,1987-12-20 03:00:00,1987-12-20 15:00:00
1498,1987351N09086,1987-12-18 18:00:00,1987-12-19 18:00:00,1987-12-20 00:00:00,1987-12-20 06:00:00,1987-12-20 18:00:00
1499,1987351N09086,1987-12-18 21:00:00,1987-12-19 21:00:00,1987-12-20 03:00:00,1987-12-20 09:00:00,1987-12-20 21:00:00
1500,1987351N09086,1987-12-19 00:00:00,1987-12-20 00:00:00,1987-12-20 06:00:00,1987-12-20 12:00:00,1987-12-21 00:00:00
1501,1987351N09086,1987-12-19 03:00:00,1987-12-20 03:00:00,1987-12-20 09:00:00,1987-12-20 15:00:00,1987-12-21 03:00:00
1502,1987351N09086,1987-12-19 06:00:00,1987-12-20 06:00:00,1987-12-20 12:00:00,1987-12-20 18:00:00,1987-12-21 06:00:00
1503,1987351N09086,1987-12-19 09:00:00,1987-12-20 09:00:00,1987-12-20 15:00:00,1987-12-20 21:00:00,1987-12-21 09:00:00
1504,1987351N09086,1987-12-19 12:00:00,1987-12-20 12:00:00,1987-12-20 18:00:00,1987-12-21 00:00:00,1987-12-21 12:00:00
1505,1987351N09086,1987-12-19 15:00:00,1987-12-20 15:00:00,1987-12-20 21:00:00,1987-12-21 03:00:00,1987-12-21 15:00:00
1506,1987351N09086,1987-12-19 18:00:00,1987-12-20 18:00:00,1987-12-21 00:00:00,1987-12-21 06:00:00,1987-12-21 18:00:00
1507,1987351N09086,1987-12-19 21:00:00,1987-12-20 21:00:00,1987-12-21 03:00:00,1987-12-21 09:00:00,1987-12-21 21:00:00
1508,1987351N09086,1987-12-20 00:00:00,1987-12-21 00:00:00,1987-12-21 06:00:00,1987-12-21 12:00:00,1987-12-22 00:00:00
1509,1987351N09086,1987-12-20 03:00:00,1987-12-21 03:00:00,1987-12-21 09:00:00,1987-12-21 15:00:00,1987-12-22 03:00:00
1510,1987351N09086,1987-12-20 06:00:00,1987-12-21 06:00:00,1987-12-21 12:00:00,1987-12-21 18:00:00,1987-12-22 06:00:00
1511,1987351N09086,1987-12-20 09:00:00,1987-12-21 09:00:00,1987-12-21 15:00:00,1987-12-21 21:00:00,1987-12-22 09:00:00
1512,1987351N09086,1987-12-20 12:00:00,1987-12-21 12:00:00,1987-12-21 18:00:00,1987-12-22 00:00:00,1987-12-22 12:00:00
1513,1987351N09086,1987-12-20 15:00:00,1987-12-21 15:00:00,1987-12-21 21:00:00,1987-12-22 03:00:00,1987-12-22 15:00:00
1514,1987351N09086,1987-12-20 18:00:00,1987-12-21 18:00:00,1987-12-22 00:00:00,1987-12-22 06:00:00,1987-12-22 18:00:00
1515,1987351N09086,1987-12-20 21:00:00,1987-12-21 21:00:00,1987-12-22 03:00:00,1987-12-22 09:00:00,1987-12-22 21:00:00
1516,1987351N09086,1987-12-21 00:00:00,1987-12-22 00:00:00,1987-12-22 06:00:00,1987-12-22 12:00:00,1987-12-23 00:00:00
1517,1987351N09086,1987-12-21 03:00:00,1987-12-22 03:00:00,1987-12-22 09:00:00,1987-12-22 15:00:00,1987-12-23 03:00:00
1518,1987351N09086,1987-12-21 06:00:00,1987-12-22 06:00:00,1987-12-22 12:00:00,1987-12-22 18:00:00,1987-12-23 06:00:00
1519,1988160N14074,1988-06-08 00:00:00,1988-06-09 00:00:00,1988-06-09 06:00:00,1988-06-09 12:00:00,1988-06-10 00:00:00
1520,1988160N14074,1988-06-08 03:00:00,1988-06-09 03:00:00,1988-06-09 09:00:00,1988-06-09 15:00:00,1988-06-10 03:00:00
1521,1988160N14074,1988-06-08 06:00:00,1988-06-09 06:00:00,1988-06-09 12:00:00,1988-06-09 18:00:00,1988-06-10 06:00:00
1522,1988160N14074,1988-06-08 09:00:00,1988-06-09 09:00:00,1988-06-09 15:00:00,1988-06-09 21:00:00,1988-06-10 09:00:00
1523,1988160N14074,1988-06-08 12:00:00,1988-06-09 12:00:00,1988-06-09 18:00:00,1988-06-10 00:00:00,1988-06-10 12:00:00
1524,1988160N14074,1988-06-08 15:00:00,1988-06-09 15:00:00,1988-06-09 21:00:00,1988-06-10 03:00:00,1988-06-10 15:00:00
1525,1988160N14074,1988-06-08 18:00:00,1988-06-09 18:00:00,1988-06-10 00:00:00,1988-06-10 06:00:00,1988-06-10 18:00:00
1526,1988160N14074,1988-06-08 21:00:00,1988-06-09 21:00:00,1988-06-10 03:00:00,1988-06-10 09:00:00,1988-06-10 21:00:00
1527,1988160N14074,1988-06-09 00:00:00,1988-06-10 00:00:00,1988-06-10 06:00:00,1988-06-10 12:00:00,1988-06-11 00:00:00
1528,1988160N14074,1988-06-09 03:00:00,1988-06-10 03:00:00,1988-06-10 09:00:00,1988-06-10 15:00:00,1988-06-11 03:00:00
1529,1988160N14074,1988-06-09 06:00:00,1988-06-10 06:00:00,1988-06-10 12:00:00,1988-06-10 18:00:00,1988-06-11 06:00:00
1530,1988160N14074,1988-06-09 09:00:00,1988-06-10 09:00:00,1988-06-10 15:00:00,1988-06-10 21:00:00,1988-06-11 09:00:00
1531,1988160N14074,1988-06-09 12:00:00,1988-06-10 12:00:00,1988-06-10 18:00:00,1988-06-11 00:00:00,1988-06-11 12:00:00
1532,1988160N14074,1988-06-09 15:00:00,1988-06-10 15:00:00,1988-06-10 21:00:00,1988-06-11 03:00:00,1988-06-11 15:00:00
1533,1988160N14074,1988-06-09 18:00:00,1988-06-10 18:00:00,1988-06-11 00:00:00,1988-06-11 06:00:00,1988-06-11 18:00:00
1534,1988160N14074,1988-06-09 21:00:00,1988-06-10 21:00:00,1988-06-11 03:00:00,1988-06-11 09:00:00,1988-06-11 21:00:00
1535,1988160N14074,1988-06-10 00:00:00,1988-06-11 00:00:00,1988-06-11 06:00:00,1988-06-11 12:00:00,1988-06-12 00:00:00
1536,1988160N14074,1988-06-10 03:00:00,1988-06-11 03:00:00,1988-06-11 09:00:00,1988-06-11 15:00:00,1988-06-12 03:00:00
1537,1988160N14074,1988-06-10 06:00:00,1988-06-11 06:00:00,1988-06-11 12:00:00,1988-06-11 18:00:00,1988-06-12 06:00:00
1538,1988160N14074,1988-06-10 09:00:00,1988-06-11 09:00:00,1988-06-11 15:00:00,1988-06-11 21:00:00,1988-06-12 09:00:00
1539,1988160N14074,1988-06-10 12:00:00,1988-06-11 12:00:00,1988-06-11 18:00:00,1988-06-12 00:00:00,1988-06-12 12:00:00
1540,1988160N14074,1988-06-10 15:00:00,1988-06-11 15:00:00,1988-06-11 21:00:00,1988-06-12 03:00:00,1988-06-12 15:00:00
1541,1988160N14074,1988-06-10 18:00:00,1988-06-11 18:00:00,1988-06-12 00:00:00,1988-06-12 06:00:00,1988-06-12 18:00:00
1542,1988160N14074,1988-06-10 21:00:00,1988-06-11 21:00:00,1988-06-12 03:00:00,1988-06-12 09:00:00,1988-06-12 21:00:00
1543,1988160N14074,1988-06-11 00:00:00,1988-06-12 00:00:00,1988-06-12 06:00:00,1988-06-12 12:00:00,1988-06-13 00:00:00
1544,1988291N15095,1988-10-17 06:00:00,1988-10-18 06:00:00,1988-10-18 12:00:00,1988-10-18 18:00:00,1988-10-19 06:00:00
1545,1988291N15095,1988-10-17 09:00:00,1988-10-18 09:00:00,1988-10-18 15:00:00,1988-10-18 21:00:00,1988-10-19 09:00:00
1546,1988291N15095,1988-10-17 12:00:00,1988-10-18 12:00:00,1988-10-18 18:00:00,1988-10-19 00:00:00,1988-10-19 12:00:00
1547,1988319N08090,1988-11-14 06:00:00,1988-11-15 06:00:00,1988-11-15 12:00:00,1988-11-15 18:00:00,1988-11-16 06:00:00
1548,1988319N08090,1988-11-14 09:00:00,1988-11-15 09:00:00,1988-11-15 15:00:00,1988-11-15 21:00:00,1988-11-16 09:00:00
1549,1988319N08090,1988-11-14 12:00:00,1988-11-15 12:00:00,1988-11-15 18:00:00,1988-11-16 00:00:00,1988-11-16 12:00:00
1550,1988319N08090,1988-11-14 15:00:00,1988-11-15 15:00:00,1988-11-15 21:00:00,1988-11-16 03:00:00,1988-11-16 15:00:00
1551,1988319N08090,1988-11-14 18:00:00,1988-11-15 18:00:00,1988-11-16 00:00:00,1988-11-16 06:00:00,1988-11-16 18:00:00
1552,1988319N08090,1988-11-14 21:00:00,1988-11-15 21:00:00,1988-11-16 03:00:00,1988-11-16 09:00:00,1988-11-16 21:00:00
1553,1988319N08090,1988-11-15 00:00:00,1988-11-16 00:00:00,1988-11-16 06:00:00,1988-11-16 12:00:00,1988-11-17 00:00:00
1554,1988319N08090,1988-11-15 03:00:00,1988-11-16 03:00:00,1988-11-16 09:00:00,1988-11-16 15:00:00,1988-11-17 03:00:00
1555,1988319N08090,1988-11-15 06:00:00,1988-11-16 06:00:00,1988-11-16 12:00:00,1988-11-16 18:00:00,1988-11-17 06:00:00
1556,1988319N08090,1988-11-15 09:00:00,1988-11-16 09:00:00,1988-11-16 15:00:00,1988-11-16 21:00:00,1988-11-17 09:00:00
1557,1988319N08090,1988-11-15 12:00:00,1988-11-16 12:00:00,1988-11-16 18:00:00,1988-11-17 00:00:00,1988-11-17 12:00:00
1558,1988319N08090,1988-11-15 15:00:00,1988-11-16 15:00:00,1988-11-16 21:00:00,1988-11-17 03:00:00,1988-11-17 15:00:00
1559,1988319N08090,1988-11-15 18:00:00,1988-11-16 18:00:00,1988-11-17 00:00:00,1988-11-17 06:00:00,1988-11-17 18:00:00
1560,1988319N08090,1988-11-15 21:00:00,1988-11-16 21:00:00,1988-11-17 03:00:00,1988-11-17 09:00:00,1988-11-17 21:00:00
1561,1988319N08090,1988-11-16 00:00:00,1988-11-17 00:00:00,1988-11-17 06:00:00,1988-11-17 12:00:00,1988-11-18 00:00:00
1562,1988319N08090,1988-11-16 03:00:00,1988-11-17 03:00:00,1988-11-17 09:00:00,1988-11-17 15:00:00,1988-11-18 03:00:00
1563,1988319N08090,1988-11-16 06:00:00,1988-11-17 06:00:00,1988-11-17 12:00:00,1988-11-17 18:00:00,1988-11-18 06:00:00
1564,1988319N08090,1988-11-16 09:00:00,1988-11-17 09:00:00,1988-11-17 15:00:00,1988-11-17 21:00:00,1988-11-18 09:00:00
1565,1988319N08090,1988-11-16 12:00:00,1988-11-17 12:00:00,1988-11-17 18:00:00,1988-11-18 00:00:00,1988-11-18 12:00:00
1566,1988319N08090,1988-11-16 15:00:00,1988-11-17 15:00:00,1988-11-17 21:00:00,1988-11-18 03:00:00,1988-11-18 15:00:00
1567,1988319N08090,1988-11-16 18:00:00,1988-11-17 18:00:00,1988-11-18 00:00:00,1988-11-18 06:00:00,1988-11-18 18:00:00
1568,1988320N10087,1988-11-15 03:00:00,1988-11-16 03:00:00,1988-11-16 09:00:00,1988-11-16 15:00:00,1988-11-17 03:00:00
1569,1988320N10087,1988-11-15 06:00:00,1988-11-16 06:00:00,1988-11-16 12:00:00,1988-11-16 18:00:00,1988-11-17 06:00:00
1570,1988320N10087,1988-11-15 09:00:00,1988-11-16 09:00:00,1988-11-16 15:00:00,1988-11-16 21:00:00,1988-11-17 09:00:00
1571,1988320N10087,1988-11-15 12:00:00,1988-11-16 12:00:00,1988-11-16 18:00:00,1988-11-17 00:00:00,1988-11-17 12:00:00
1572,1988320N10087,1988-11-15 15:00:00,1988-11-16 15:00:00,1988-11-16 21:00:00,1988-11-17 03:00:00,1988-11-17 15:00:00
1573,1988320N10087,1988-11-15 18:00:00,1988-11-16 18:00:00,1988-11-17 00:00:00,1988-11-17 06:00:00,1988-11-17 18:00:00
1574,1988320N10087,1988-11-15 21:00:00,1988-11-16 21:00:00,1988-11-17 03:00:00,1988-11-17 09:00:00,1988-11-17 21:00:00
1575,1988320N10087,1988-11-16 00:00:00,1988-11-17 00:00:00,1988-11-17 06:00:00,1988-11-17 12:00:00,1988-11-18 00:00:00
1576,1988320N10087,1988-11-16 03:00:00,1988-11-17 03:00:00,1988-11-17 09:00:00,1988-11-17 15:00:00,1988-11-18 03:00:00
1577,1988327N06100,1988-11-21 18:00:00,1988-11-22 18:00:00,1988-11-23 00:00:00,1988-11-23 06:00:00,1988-11-23 18:00:00
