crop_id,filename,crop_path,cyclone_name,season,cyclone_unique_id,split,timestamp,latitude,longitude,wind_speed_kmh,category,structural_pattern,cyclone_detected
313,mosdac_MOCHA_2023_0313_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0313_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 12:00:00 UTC,8.01,89.33,111.4,Severe Cyclonic Storm,curved_band,True
314,mosdac_MOCHA_2023_0314_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0314_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 15:00:00 UTC,8.11,89.27,122.4,Very Severe Cyclonic Storm,eye_visible,True
315,mosdac_MOCHA_2023_0315_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0315_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 18:00:00 UTC,8.21,89.21,125.0,Very Severe Cyclonic Storm,eye_visible,True
316,mosdac_MOCHA_2023_0316_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0316_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 21:00:00 UTC,8.31,89.15,127.6,Very Severe Cyclonic Storm,eye_visible,True
317,mosdac_MOCHA_2023_0317_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0317_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 00:00:00 UTC,8.4,89.1,129.0,Very Severe Cyclonic Storm,eye_visible,True
318,mosdac_MOCHA_2023_0318_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0318_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 03:00:00 UTC,8.4,89.09,130.9,Very Severe Cyclonic Storm,eye_visible,True
319,mosdac_MOCHA_2023_0319_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0319_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 06:00:00 UTC,8.42,89.07,134.5,Very Severe Cyclonic Storm,eye_visible,True
320,mosdac_MOCHA_2023_0320_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0320_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-11 09:00:00 UTC,8.51,89.01,139.1,Very Severe Cyclonic Storm,eye_visible,True
321,mosdac_MOCHA_2023_0321_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0321_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 12:00:00 UTC,8.62,88.93,145.3,Very Severe Cyclonic Storm,eye_visible,True
322,mosdac_MOCHA_2023_0322_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0322_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 15:00:00 UTC,8.77,88.77,150.4,Very Severe Cyclonic Storm,eye_visible,True
323,mosdac_MOCHA_2023_0323_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0323_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 18:00:00 UTC,8.94,88.62,153.8,Very Severe Cyclonic Storm,eye_visible,True
324,mosdac_MOCHA_2023_0324_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0324_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 21:00:00 UTC,9.18,88.51,154.5,Very Severe Cyclonic Storm,eye_visible,True
325,mosdac_MOCHA_2023_0325_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0325_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 00:00:00 UTC,9.42,88.41,163.6,Very Severe Cyclonic Storm,eye_visible,True
326,mosdac_MOCHA_2023_0326_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0326_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 03:00:00 UTC,9.61,88.36,165.5,Very Severe Cyclonic Storm,eye_visible,True
327,mosdac_MOCHA_2023_0327_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0327_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 06:00:00 UTC,9.8,88.31,167.7,Extremely Severe Cyclonic Storm,eye_visible,True
328,mosdac_MOCHA_2023_0328_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0328_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 09:00:00 UTC,10.0,88.31,171.6,Extremely Severe Cyclonic Storm,eye_visible,True
329,mosdac_MOCHA_2023_0329_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0329_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 12:00:00 UTC,10.18,88.29,173.6,Extremely Severe Cyclonic Storm,eye_visible,True
330,mosdac_MOCHA_2023_0330_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0330_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-12 15:00:00 UTC,10.32,88.24,175.6,Extremely Severe Cyclonic Storm,eye_visible,True
331,mosdac_MOCHA_2023_0331_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0331_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 18:00:00 UTC,10.47,88.2,179.7,Extremely Severe Cyclonic Storm,eye_visible,True
332,mosdac_MOCHA_2023_0332_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0332_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 21:00:00 UTC,10.67,88.2,186.1,Extremely Severe Cyclonic Storm,eye_visible,True
333,mosdac_MOCHA_2023_0333_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0333_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 00:00:00 UTC,10.83,88.18,183.2,Extremely Severe Cyclonic Storm,eye_visible,True
334,mosdac_MOCHA_2023_0334_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0334_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 03:00:00 UTC,10.92,88.13,186.9,Extremely Severe Cyclonic Storm,eye_visible,True
335,mosdac_MOCHA_2023_0335_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0335_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 06:00:00 UTC,11.01,88.09,189.1,Extremely Severe Cyclonic Storm,eye_visible,True
336,mosdac_MOCHA_2023_0336_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0336_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 09:00:00 UTC,11.1,88.04,191.7,Extremely Severe Cyclonic Storm,eye_visible,True
337,mosdac_MOCHA_2023_0337_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0337_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 12:00:00 UTC,11.17,88.01,200.8,Extremely Severe Cyclonic Storm,eye_visible,True
338,mosdac_MOCHA_2023_0338_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0338_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 15:00:00 UTC,11.22,88.02,201.9,Extremely Severe Cyclonic Storm,eye_visible,True
339,mosdac_MOCHA_2023_0339_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0339_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 18:00:00 UTC,11.3,88.02,202.3,Extremely Severe Cyclonic Storm,eye_visible,True
340,mosdac_MOCHA_2023_0340_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0340_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-13 21:00:00 UTC,11.44,88.03,201.3,Extremely Severe Cyclonic Storm,eye_visible,True
341,mosdac_MOCHA_2023_0341_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0341_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 00:00:00 UTC,11.56,88.01,206.3,Extremely Severe Cyclonic Storm,eye_visible,True
342,mosdac_MOCHA_2023_0342_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0342_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 03:00:00 UTC,11.66,87.97,207.9,Extremely Severe Cyclonic Storm,eye_visible,True
343,mosdac_MOCHA_2023_0343_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0343_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 06:00:00 UTC,11.78,87.97,207.0,Extremely Severe Cyclonic Storm,eye_visible,True
344,mosdac_MOCHA_2023_0344_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0344_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 09:00:00 UTC,11.92,88.03,210.4,Extremely Severe Cyclonic Storm,eye_visible,True
345,mosdac_MOCHA_2023_0345_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0345_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 12:00:00 UTC,12.07,88.07,211.3,Extremely Severe Cyclonic Storm,eye_visible,True
346,mosdac_MOCHA_2023_0346_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0346_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 15:00:00 UTC,12.22,88.08,214.0,Extremely Severe Cyclonic Storm,eye_visible,True
347,mosdac_MOCHA_2023_0347_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0347_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 18:00:00 UTC,12.39,88.09,214.9,Extremely Severe Cyclonic Storm,eye_visible,True
348,mosdac_MOCHA_2023_0348_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0348_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 21:00:00 UTC,12.59,88.1,210.8,Extremely Severe Cyclonic Storm,eye_visible,True
349,mosdac_MOCHA_2023_0349_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0349_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 00:00:00 UTC,12.75,88.11,213.8,Extremely Severe Cyclonic Storm,eye_visible,True
350,mosdac_MOCHA_2023_0350_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0350_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-14 03:00:00 UTC,12.85,88.12,216.0,Extremely Severe Cyclonic Storm,eye_visible,True
351,mosdac_MOCHA_2023_0351_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0351_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 06:00:00 UTC,12.98,88.13,215.0,Extremely Severe Cyclonic Storm,eye_visible,True
352,mosdac_MOCHA_2023_0352_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0352_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 09:00:00 UTC,13.13,88.14,217.6,Extremely Severe Cyclonic Storm,eye_visible,True
353,mosdac_MOCHA_2023_0353_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0353_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 12:00:00 UTC,13.32,88.17,215.7,Extremely Severe Cyclonic Storm,eye_visible,True
354,mosdac_MOCHA_2023_0354_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0354_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 15:00:00 UTC,13.52,88.23,211.1,Extremely Severe Cyclonic Storm,eye_visible,True
355,mosdac_MOCHA_2023_0355_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0355_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 18:00:00 UTC,13.7,88.29,209.6,Extremely Severe Cyclonic Storm,eye_visible,True
356,mosdac_MOCHA_2023_0356_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0356_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 21:00:00 UTC,13.86,88.35,213.2,Extremely Severe Cyclonic Storm,eye_visible,True
357,mosdac_MOCHA_2023_0357_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0357_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 00:00:00 UTC,14.02,88.41,207.1,Extremely Severe Cyclonic Storm,eye_visible,True
358,mosdac_MOCHA_2023_0358_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0358_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 03:00:00 UTC,14.18,88.46,210.3,Extremely Severe Cyclonic Storm,eye_visible,True
359,mosdac_MOCHA_2023_0359_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0359_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 06:00:00 UTC,14.34,88.55,211.6,Extremely Severe Cyclonic Storm,eye_visible,True
360,mosdac_MOCHA_2023_0360_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0360_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-15 09:00:00 UTC,14.5,88.65,207.0,Extremely Severe Cyclonic Storm,eye_visible,True
361,mosdac_MOCHA_2023_0361_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0361_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 12:00:00 UTC,14.63,88.73,203.6,Extremely Severe Cyclonic Storm,eye_visible,True
362,mosdac_MOCHA_2023_0362_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0362_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 15:00:00 UTC,14.74,88.78,203.6,Extremely Severe Cyclonic Storm,eye_visible,True
363,mosdac_MOCHA_2023_0363_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0363_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 18:00:00 UTC,14.85,88.86,199.9,Extremely Severe Cyclonic Storm,eye_visible,True
364,mosdac_MOCHA_2023_0364_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0364_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 21:00:00 UTC,14.97,88.96,198.3,Extremely Severe Cyclonic Storm,eye_visible,True
365,mosdac_MOCHA_2023_0365_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0365_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 00:00:00 UTC,15.04,89.03,198.9,Extremely Severe Cyclonic Storm,eye_visible,True
366,mosdac_MOCHA_2023_0366_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0366_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 03:00:00 UTC,15.1,89.08,191.8,Extremely Severe Cyclonic Storm,eye_visible,True
367,mosdac_MOCHA_2023_0367_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0367_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 06:00:00 UTC,15.23,89.13,193.7,Extremely Severe Cyclonic Storm,eye_visible,True
368,mosdac_MOCHA_2023_0368_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0368_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 09:00:00 UTC,15.39,89.18,190.3,Extremely Severe Cyclonic Storm,eye_visible,True
369,mosdac_MOCHA_2023_0369_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0369_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 12:00:00 UTC,15.55,89.32,181.6,Extremely Severe Cyclonic Storm,eye_visible,True
370,mosdac_MOCHA_2023_0370_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0370_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-16 15:00:00 UTC,15.71,89.52,177.4,Extremely Severe Cyclonic Storm,eye_visible,True
371,mosdac_MOCHA_2023_0371_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0371_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 18:00:00 UTC,15.87,89.75,174.4,Extremely Severe Cyclonic Storm,eye_visible,True
372,mosdac_MOCHA_2023_0372_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0372_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 21:00:00 UTC,16.03,90.0,170.4,Extremely Severe Cyclonic Storm,eye_visible,True
373,mosdac_MOCHA_2023_0373_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0373_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 00:00:00 UTC,16.22,90.17,167.5,Extremely Severe Cyclonic Storm,eye_visible,True
374,mosdac_MOCHA_2023_0374_Extremely_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0374_Extremely_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 03:00:00 UTC,16.43,90.31,168.7,Extremely Severe Cyclonic Storm,eye_visible,True
375,mosdac_MOCHA_2023_0375_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0375_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 06:00:00 UTC,16.68,90.53,160.2,Very Severe Cyclonic Storm,eye_visible,True
376,mosdac_MOCHA_2023_0376_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0376_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 09:00:00 UTC,16.93,90.77,158.5,Very Severe Cyclonic Storm,eye_visible,True
377,mosdac_MOCHA_2023_0377_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0377_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 12:00:00 UTC,17.19,90.9,159.0,Very Severe Cyclonic Storm,eye_visible,True
378,mosdac_MOCHA_2023_0378_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0378_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 15:00:00 UTC,17.44,90.99,148.7,Very Severe Cyclonic Storm,eye_visible,True
379,mosdac_MOCHA_2023_0379_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0379_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 18:00:00 UTC,17.7,91.08,151.2,Very Severe Cyclonic Storm,eye_visible,True
380,mosdac_MOCHA_2023_0380_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0380_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-17 21:00:00 UTC,17.95,91.18,143.1,Very Severe Cyclonic Storm,eye_visible,True
381,mosdac_MOCHA_2023_0381_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0381_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 00:00:00 UTC,18.16,91.27,138.0,Very Severe Cyclonic Storm,eye_visible,True
382,mosdac_MOCHA_2023_0382_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0382_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 03:00:00 UTC,18.36,91.36,138.9,Very Severe Cyclonic Storm,eye_visible,True
383,mosdac_MOCHA_2023_0383_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0383_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 06:00:00 UTC,18.56,91.49,134.5,Very Severe Cyclonic Storm,eye_visible,True
384,mosdac_MOCHA_2023_0384_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0384_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 09:00:00 UTC,18.76,91.63,132.8,Very Severe Cyclonic Storm,eye_visible,True
385,mosdac_MOCHA_2023_0385_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0385_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 12:00:00 UTC,19.04,91.82,127.9,Very Severe Cyclonic Storm,eye_visible,True
386,mosdac_MOCHA_2023_0386_Very_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0386_Very_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 15:00:00 UTC,19.34,92.01,124.8,Very Severe Cyclonic Storm,eye_visible,True
387,mosdac_MOCHA_2023_0387_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0387_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 18:00:00 UTC,19.63,92.25,117.0,Severe Cyclonic Storm,curved_band,True
388,mosdac_MOCHA_2023_0388_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0388_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 21:00:00 UTC,19.93,92.49,112.6,Severe Cyclonic Storm,curved_band,True
389,mosdac_MOCHA_2023_0389_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0389_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 00:00:00 UTC,20.18,92.65,113.8,Severe Cyclonic Storm,curved_band,True
390,mosdac_MOCHA_2023_0390_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0390_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-18 03:00:00 UTC,20.42,92.8,110.9,Severe Cyclonic Storm,curved_band,True
391,mosdac_MOCHA_2023_0391_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0391_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-19 06:00:00 UTC,20.76,92.99,109.2,Severe Cyclonic Storm,curved_band,True
392,mosdac_MOCHA_2023_0392_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0392_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-19 09:00:00 UTC,21.1,93.19,101.5,Severe Cyclonic Storm,curved_band,True
393,mosdac_MOCHA_2023_0393_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0393_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-19 12:00:00 UTC,21.59,93.57,98.3,Severe Cyclonic Storm,curved_band,True
394,mosdac_MOCHA_2023_0394_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0394_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-19 15:00:00 UTC,22.08,93.98,98.8,Severe Cyclonic Storm,curved_band,True
395,mosdac_MOCHA_2023_0395_Severe_Cyclonic_Storm.png,data/p2_mosdac_expanded/crops\mosdac_MOCHA_2023_0395_Severe_Cyclonic_Storm.png,MOCHA,2023,MOCHA_2023,train,2023-05-19 18:00:00 UTC,22.67,94.52,92.8,Severe Cyclonic Storm,curved_band,True
