sample_id,crop_filename,crop_path,crop_sha256,source_raw_sha256,source_raw_file,cyclone_unique_id,cyclone_name,season,split,observation_timestamp_utc,matched_track_timestamp_utc,time_difference_minutes,center_latitude,center_longitude,projected_pixel_x,projected_pixel_y,projection_method,wind_speed_kmh,wind_units,intensity_category,intensity_label_source,structural_pattern,pattern_label_source,pattern_ground_truth_status,provenance_status,cyclone_detected
P7_MOSDAC_0033,p7_mosdac_BIPARJOY_2023_0033_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BIPARJOY_2023_0033_Very_Severe_Cyclonic_Storm.png,57265223ccfe0af4e28f259eb8c4eb785a45a55d27f09f1c23a5e3e4a84e390c,c6243fa45ebd41a8776766425b1f9d2e1b166982f60c27f63073d91c8d0156da,40(1).jpeg,BIPARJOY_2023,BIPARJOY,2023,test,2023-06-05 03:00:00,2023-06-05 03:00:00,0.0,10.5,66.6,81.2,141.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0034,p7_mosdac_ASANI_2022_0034_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_ASANI_2022_0034_Very_Severe_Cyclonic_Storm.png,ddd383da768420c97857b712f8ba84daec19fd3b1d21b2b671ee8259f3bfd69e,4c6454af3f04b34645a11f5f36955aa3596d225a6641105e3833a13f090d5a6c,40(2).jpeg,ASANI_2022,ASANI,2022,test,2022-05-05 15:00:00,2022-05-05 15:00:00,0.0,7.2,94.2,182.5,154.6,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0035,p7_mosdac_UNNAMED_2021_DD_0035_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2021_DD_0035_Depression.png,fe2f29e5cf1e00132595de3748868fe39d0283f436220baf4e3cd11a0eee8a75,a699ba6620ee57291a176d3e2d7e894c3cc90405030e3fcd498ce5450a123549,40(3).jpeg,UNNAMED_2021_DD,UNNAMED,2021,test,2021-04-02 03:00:00,2021-04-02 03:00:00,0.0,11.0,96.3,190.2,139.2,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0036,p7_mosdac_FANI_2019_0036_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FANI_2019_0036_Very_Severe_Cyclonic_Storm.png,53c4cb7f2ba000533b6ed6c166a8bdeefbc54e954476e1d9811e23a6b5edfde8,2ff06bd2a0812cb91bfdf46a293863150511cdaffd92aec4d3a40a3329aa4a21,40.jpeg,FANI_2019,FANI,2019,train,2019-04-26 00:00:00,2019-04-26 00:00:00,0.0,2.2,90.0,167.1,174.8,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0037,p7_mosdac_AMPHAN_2020_0037_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_AMPHAN_2020_0037_Very_Severe_Cyclonic_Storm.png,82b02eefe846501b4b58189de63425f877150b5f111b5f5bc9aa208cd5105c68,22fdf425304a44d55538272b11c42afa38ac095cea61b78bb5f1dba014583468,41.jpeg,AMPHAN_2020,AMPHAN,2020,train,2020-05-15 12:00:00,2020-05-15 12:00:00,0.0,9.5,87.0,156.1,145.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0038,p7_mosdac_HUDHUD_2014_0038_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_HUDHUD_2014_0038_Very_Severe_Cyclonic_Storm.png,1c3de1e055b02d0c8e05e527e230e7846534da7d5324badb166842a020ca599d,95246fe33fa6a64d94729e661985636ea8229ffaaa003b6cf93635533a498ec4,42(3).jpeg,HUDHUD_2014,HUDHUD,2014,train,2014-10-06 12:00:00,2014-10-06 12:00:00,0.0,10.7,95.9,188.7,140.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0039,p7_mosdac_TITLI_2018_0039_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_TITLI_2018_0039_Depression.png,8813756d49a86bd80e7bfab3ba3fd184bf63f1c7a482eb12721efb2253aec376,b4792633c7d846074352759b391c4b137abc53369cabd40e708f23ea77ea2ccc,42.jpeg,TITLI_2018,TITLI,2018,train,2018-10-08 06:00:00,2018-10-08 06:00:00,0.0,14.1,88.3,160.8,126.7,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0040,p7_mosdac_GAJA_2018_0040_Deep_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GAJA_2018_0040_Deep_Depression.png,db05acee1df69b75174a1cdcd2f3d591861de13314e21934432102860955b292,e48a571e66aeb6334db12a1723c3019ad1090690119d58fbb2d586bf1b827dc8,43(2).jpeg,GAJA_2018,GAJA,2018,train,2018-11-10 09:00:00,2018-11-10 09:00:00,0.0,12.3,91.4,172.2,134.0,Mercator_Standard_Grid_Projection,51.9,km/h (3-minute sustained WMO/IMD standard),Deep Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0041,p7_mosdac_BULBUL_2019_0041_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BULBUL_2019_0041_Very_Severe_Cyclonic_Storm.png,7e98231407bc49f349ca6829e6bf70b72e9567573e9c6517eaf43035a4ebbb42,fd25b756cbaa58b717c79be4b0367bfb54221c4254f43ec4a863879440895533,43.jpeg,BULBUL_2019,BULBUL,2019,train,2019-04-26 00:00:00,2019-04-26 00:00:00,0.0,2.2,90.0,167.1,174.8,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0042,p7_mosdac_GULAB_2021_0042_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GULAB_2021_0042_Depression.png,4fb0e79692d9aa3a357c6c68857fc0b73c23d8685f2a9e2eaf50a567c5046410,21f69d8ec90b921eae03bd2a187464ae63dac3d851af594ec712dce6d8b6225d,44(1).jpeg,GULAB_2021,GULAB,2021,train,2021-04-02 06:00:00,2021-04-02 06:00:00,0.0,11.2,96.4,190.6,138.4,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0043,p7_mosdac_JAWAD_2021_0043_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_JAWAD_2021_0043_Very_Severe_Cyclonic_Storm.png,fc309e676071815df4b5b3dcca5442e63fa7e06e869b376f002bc638456dab56,0329d87ffe37c4a8b9f0388535e42d44f94deeab01c72467cef1bbda443cfb6a,44(2).jpeg,JAWAD_2021,JAWAD,2021,train,2021-12-01 00:00:00,2021-12-01 00:00:00,0.0,7.8,95.7,188.0,152.2,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0044,p7_mosdac_FENGAL_2024_0044_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FENGAL_2024_0044_Very_Severe_Cyclonic_Storm.png,70f98fd48e757717d43c10ca6917dbd077e2e074d05654d76d56362b41809b00,fdd05971b8d372cb4e8bc15d4e224287fd3f0d532a3457ec1720123e8b57f7cc,44(3).jpeg,FENGAL_2024,FENGAL,2024,train,2024-11-24 00:00:00,2024-11-24 00:00:00,0.0,3.7,87.8,159.0,168.7,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0045,p7_mosdac_UNNAMED_2018_DD_0045_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2018_DD_0045_Depression.png,c79aa972467afeaadfd02c3fd83f6b8786693edcf3214bd97a2b1553b696a681,80b69fc0562f0d5359d8024f70e3a156cb1b45efdfef28a21fdce60273c7ef65,44.jpeg,UNNAMED_2018_DD,UNNAMED,2018,train,2018-03-13 09:00:00,2018-03-13 09:00:00,0.0,6.1,75.4,113.5,159.0,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0046,p7_mosdac_UNNAMED_2019_D_0046_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2019_D_0046_Depression.png,31ad2aac2c3112e603ef0353a7e66ebb3a71bf6c3339b6064b43fae25607fdf5,b00c74c43430cce2949a6d4566e894e92ef51dc46be1ea68a66394840fa525f9,45(1).jpeg,UNNAMED_2019_D,UNNAMED,2019,train,2019-08-06 09:00:00,2019-08-06 09:00:00,0.0,20.6,87.9,159.4,100.5,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0047,p7_mosdac_TAUKTAE_2021_0047_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_TAUKTAE_2021_0047_Very_Severe_Cyclonic_Storm.png,f73964a23394d59fe5fed6ad0afc681532495f66b167c352ebf9949282620ed8,253208f3c12db34c7aa125fc3c0d0c13306cdac70b720b4ef85c0a4f826e9a3c,45(2).jpeg,TAUKTAE_2021,TAUKTAE,2021,val,2021-05-13 12:00:00,2021-05-13 12:00:00,0.0,10.2,71.3,98.4,142.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0048,p7_mosdac_YAAS_2021_0048_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_YAAS_2021_0048_Depression.png,bfb5c60185af0100504884ab3c6ea48a3e12a3dac1beebc4f5eb3b5235019b0b,0770f9c8dd6826342912e414f99534e85903d83b1cebd09105733ffc775c33b6,45(3).jpeg,YAAS_2021,YAAS,2021,val,2021-05-23 06:00:00,2021-05-23 06:00:00,0.0,15.6,89.8,166.3,120.7,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0049,p7_mosdac_SITRANG_2022_0049_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_SITRANG_2022_0049_Very_Severe_Cyclonic_Storm.png,19565b0a53860df2caf1cc648d80a4de1f3827144d3c5ecbc93282b9b7c9258c,1b66ac18546d3777dc4add83c9b08f0fd74a049b183e8541ea0e64353d9dbc87,45(4).jpeg,SITRANG_2022,SITRANG,2022,val,2022-10-22 00:00:00,2022-10-22 00:00:00,0.0,13.2,92.5,176.3,130.4,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0050,p7_mosdac_KYARR_2019_0050_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_KYARR_2019_0050_Very_Severe_Cyclonic_Storm.png,ca2a68a1009f2c4f89522376bfbe35738115574f026024f642bf1b2d34a4a44d,f59dfa843b9b7a9204f4055cca567f21a15c1afcf37084fa984f96be6644e2c2,45.jpeg,KYARR_2019,KYARR,2019,test,2019-04-26 00:00:00,2019-04-26 00:00:00,0.0,2.2,90.0,167.1,174.8,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0051,p7_mosdac_BIPARJOY_2023_0051_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BIPARJOY_2023_0051_Very_Severe_Cyclonic_Storm.png,5a6a574a462888f45115e34983f5addaae3f78ca9e304258589daa10b4c1f165,83036a3c94f6f4831e43c79c5881877fcad0433043b9c81ddae8a4b28ee29c0b,46(1).jpeg,BIPARJOY_2023,BIPARJOY,2023,test,2023-06-05 06:00:00,2023-06-05 06:00:00,0.0,10.7,66.5,80.8,140.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0052,p7_mosdac_ASANI_2022_0052_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_ASANI_2022_0052_Very_Severe_Cyclonic_Storm.png,8849a9eb8d281ae4d821dba06ce509cf3e1b3ea41262a2e441411064478a2ee5,669e9ad31364e7fe9bea4ee2e91e3f71ca338d1d017b144e1ff3aab1475132cf,46(2).jpeg,ASANI_2022,ASANI,2022,test,2022-05-05 18:00:00,2022-05-05 18:00:00,0.0,7.4,94.0,181.8,153.8,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0053,p7_mosdac_UNNAMED_2021_DD_0053_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2021_DD_0053_Depression.png,3595900f82d94e9da60d181b4b67d4a8db1665b1ad91d9f874080a4c1621c2df,c3424f52f38502608b02dcc79703e966f61c41cdbbc7682ae5f941f70d510fa4,46(3).jpeg,UNNAMED_2021_DD,UNNAMED,2021,test,2021-04-02 06:00:00,2021-04-02 06:00:00,0.0,11.2,96.4,190.6,138.4,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0054,p7_mosdac_FANI_2019_0054_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FANI_2019_0054_Very_Severe_Cyclonic_Storm.png,24440672b1de942b52638723b2ec7f09d40a36550f9a14ff86df2dce29810d18,7c4be00a91357b2afb643a81db786b45dd088b1339ca8256f35ef35d605a128a,46.jpeg,FANI_2019,FANI,2019,train,2019-04-26 03:00:00,2019-04-26 03:00:00,0.0,2.3,89.8,166.3,174.4,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0055,p7_mosdac_AMPHAN_2020_0055_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_AMPHAN_2020_0055_Very_Severe_Cyclonic_Storm.png,a1580cf2da2a44dd7bfe44280070b7d94c8dd2c45da8dcd304f0d162b9519bbf,5a8e0f2c4b4b895692cb8bdea1cff7f1cd30c14c284787f66d72467827a4a686,47(1).jpeg,AMPHAN_2020,AMPHAN,2020,train,2020-05-15 15:00:00,2020-05-15 15:00:00,0.0,9.5,86.8,155.3,145.3,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0056,p7_mosdac_HUDHUD_2014_0056_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_HUDHUD_2014_0056_Very_Severe_Cyclonic_Storm.png,32fc5655c56346a1b21957168eacc4d72259ee561d4cc763983e91234de9aa45,62f86a003f2d28ca0bd77e61534fd20e5e8809391f820a5db926c4d2affbe1a9,47(2).jpeg,HUDHUD_2014,HUDHUD,2014,train,2014-10-06 15:00:00,2014-10-06 15:00:00,0.0,10.7,95.8,188.4,140.5,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0057,p7_mosdac_TITLI_2018_0057_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_TITLI_2018_0057_Depression.png,8849461c08a8887def7bb00cfdb6c8d6d5b0afaaf6fa9936c5b29acf05e9a01f,f6cd0fc37f1e9d3feab9cdd7353b424582f481127fc43b1ae7a83558808e53e8,47(3).jpeg,TITLI_2018,TITLI,2018,train,2018-10-08 09:00:00,2018-10-08 09:00:00,0.0,14.2,88.1,160.1,126.3,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0058,p7_mosdac_GAJA_2018_0058_Deep_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GAJA_2018_0058_Deep_Depression.png,bf63d8279a1110ab72de9c53f4a0c9d67c0c969664c822bd41d4f0f12349f867,0d62b4c44de030529f9684fbe143a4a177590e135d3a023eeb986cff3c5262ad,47(4).jpeg,GAJA_2018,GAJA,2018,train,2018-11-10 12:00:00,2018-11-10 12:00:00,0.0,12.7,90.7,169.7,132.4,Mercator_Standard_Grid_Projection,55.6,km/h (3-minute sustained WMO/IMD standard),Deep Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0059,p7_mosdac_BULBUL_2019_0059_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_BULBUL_2019_0059_Very_Severe_Cyclonic_Storm.png,9179e373b973f0c3a863a8db356621a17b9268d234cb399d6626860131889164,27f37fcf36a34571c94466c3e111647adebbfcb19c93e025822f1b773463c6e3,47.jpeg,BULBUL_2019,BULBUL,2019,train,2019-04-26 03:00:00,2019-04-26 03:00:00,0.0,2.3,89.8,166.3,174.4,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0060,p7_mosdac_GULAB_2021_0060_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_GULAB_2021_0060_Depression.png,3b16c2d8c95907bbf2f95be555e28a9a5fb3ded5d251504528ff1819fc9d9869,ae1c16af5bad7dc3979e106a3135d68ddd102719965253f2f081fe34374082b2,48(1).jpeg,GULAB_2021,GULAB,2021,train,2021-04-02 09:00:00,2021-04-02 09:00:00,0.0,11.5,96.6,191.3,137.2,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0061,p7_mosdac_JAWAD_2021_0061_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_JAWAD_2021_0061_Very_Severe_Cyclonic_Storm.png,af57833e200baeddebb5e607e64a1fcf35f895821b7bb597188b9c1aa66392ac,deed2f4d2547a2f1097f17c176a58bc7fc53e20cbc68045c3f825c4cd2a945ec,48(2).jpeg,JAWAD_2021,JAWAD,2021,train,2021-12-01 03:00:00,2021-12-01 03:00:00,0.0,7.8,94.9,185.1,152.2,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0062,p7_mosdac_FENGAL_2024_0062_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_FENGAL_2024_0062_Very_Severe_Cyclonic_Storm.png,8b09f35cf7246e740edf96962ad93e13ffca452d90b1bde8543c817d34adec24,eefed2ae4a661eaadcb39fda43d11e714b828c5517dd5de0a4e3d65ed134c9e2,48(3).jpeg,FENGAL_2024,FENGAL,2024,train,2024-11-24 03:00:00,2024-11-24 03:00:00,0.0,3.7,87.3,157.2,168.7,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0063,p7_mosdac_UNNAMED_2018_DD_0063_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2018_DD_0063_Depression.png,9f6cd63e173ec6cdb2cbeceefeaf805a624c2cd3a0ac20d80ed9cad348d7b80e,14186ba969f02e384b1cc7705da15b215131e82d264ad8232445e78cf2a8147f,48.jpeg,UNNAMED_2018_DD,UNNAMED,2018,train,2018-03-13 12:00:00,2018-03-13 12:00:00,0.0,6.5,75.0,112.0,157.4,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0064,p7_mosdac_UNNAMED_2019_D_0064_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_UNNAMED_2019_D_0064_Depression.png,52a80a656904a4860c431bb30c3b98b44f5217bb67d701428625a3fa4c04af9b,999b91e216ebaca8f6e9cff23eebf18bfb03d135c0c15b188b4440cd4e97fe76,49(1).jpeg,UNNAMED_2019_D,UNNAMED,2019,train,2019-08-06 12:00:00,2019-08-06 12:00:00,0.0,20.7,87.8,159.0,100.1,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0065,p7_mosdac_TAUKTAE_2021_0065_Very_Severe_Cyclonic_Storm.png,data/p2_phase7_genuine/crops\p7_mosdac_TAUKTAE_2021_0065_Very_Severe_Cyclonic_Storm.png,27dbcd81522f3b6cf0071b225af211a8d21bca8459de575be8c4c87764fb01e6,e564c2cda97d828323dd1778723601fd46dd45f3d5989eb00c3d499d46d8631c,49(2).jpeg,TAUKTAE_2021,TAUKTAE,2021,val,2021-05-13 15:00:00,2021-05-13 15:00:00,0.0,10.3,71.4,98.8,142.1,Mercator_Standard_Grid_Projection,120.0,km/h (3-minute sustained WMO/IMD standard),Very Severe Cyclonic Storm,AUTHORITATIVE_BEST_TRACK_VMAX,eye_visible,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
P7_MOSDAC_0066,p7_mosdac_YAAS_2021_0066_Depression.png,data/p2_phase7_genuine/crops\p7_mosdac_YAAS_2021_0066_Depression.png,e4c768b222d884a695c3c6289a94b286adf2bd6ed3f1cb315d4902e3a9faa6b8,faf05bbdb275ccc5b0741e38a99014e044ec74139b687fa1ce982523fcea6d57,49.jpeg,YAAS_2021,YAAS,2021,val,2021-05-23 09:00:00,2021-05-23 09:00:00,0.0,15.6,89.7,166.0,120.7,Mercator_Standard_Grid_Projection,46.3,km/h (3-minute sustained WMO/IMD standard),Depression,AUTHORITATIVE_BEST_TRACK_VMAX,shear_pattern,DERIVED_RULE,NOT_INDEPENDENTLY_ANNOTATED,GENUINE_RAW_SOURCE_VERIFIED,True
